Niskin #,Cast #,Date,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [units?],Oxygen [umol/L]
2.0,21.0,Mar 23 2018,560.292,10.00002,112.99996,91.3,90.764,25.8743,34.7643,14.627,0.00036616,-0.365
3.0,21.0,Mar 23 2018,563.75,10.00002,112.99996,91.723,91.184,25.8742,34.7642,14.627,1e-12,-0.369
1.0,22.0,Mar 23 2018,795.25,10.00002,112.99994,305.894,303.94,26.6535,34.7022,10.4181,1e-12,0.214
2.0,22.0,Mar 23 2018,63.708,10.0,112.99996,262.259,260.611,26.5986,34.7238,10.8193,1e-12,0.842
3.0,22.0,Mar 23 2018,393.417,10.00002,112.99996,151.982,151.067,26.366,34.7969,12.3592,1e-12,0.393
4.0,22.0,Mar 23 2018,614.583,10.0,112.99996,111.372,110.713,26.2328,34.8125,13.0891,0.11158,-0.569
5.0,22.0,Mar 23 2018,802.083,10.0,112.99995,100.699,100.105,26.0826,34.7977,13.7662,0.27455,-0.372
6.0,22.0,Mar 23 2018,36.083,10.00002,112.99994,60.968,60.615,24.0783,34.4218,20.921,12.437,64.837
7.0,22.0,Mar 23 2018,41.5,10.00002,112.99994,60.758,60.406,24.0496,34.4133,21.0033,12.27,65.783
8.0,22.0,Mar 23 2018,308.333,10.0,112.99998,41.013,40.777,21.808,34.0505,27.6172,94.206,201.422
9.0,22.0,Mar 23 2018,527.75,10.00001,112.99996,31.401,31.221,21.5218,33.8217,27.9676,116.96,198.719
10.0,22.0,Mar 23 2018,529.208,10.0,112.99996,30.665,30.49,21.5202,33.819,27.9659,124.99,198.717
11.0,22.0,Mar 23 2018,530.417,10.00002,112.99998,30.408,30.234,21.5204,33.8191,27.9656,126.82,198.39
12.0,22.0,Mar 23 2018,532.833,10.00002,112.99997,30.786,30.609,21.5198,33.8184,27.966,145.77,199.462
1.0,23.0,Mar 23 2018,4.0,10.00001,112.99994,203.431,202.182,26.5097,34.7551,11.4359,1e-12,1.073
2.0,23.0,Mar 23 2018,678.292,10.00002,112.99994,92.009,91.469,25.9266,34.7781,14.4333,1.8801,-0.515
3.0,23.0,Mar 23 2018,197.875,10.00002,112.99996,63.699,63.329,23.6599,34.3228,22.1679,25.236,93.337
4.0,23.0,Mar 23 2018,325.458,10.00002,112.99996,43.316,43.066,22.0203,33.9831,26.7948,170.64,196.049
1.0,24.0,Mar 24 2018,833.083,12.50772,109.61002,1517.451,1503.268,27.5669,34.6028,3.1232,1e-12,59.423
2.0,24.0,Mar 24 2018,289.917,12.50774,109.61002,1261.477,1250.445,27.4836,34.5802,3.7891,1e-12,44.005
3.0,24.0,Mar 24 2018,721.0,12.50774,109.61002,1009.05,1000.827,27.3443,34.5552,4.8942,1e-12,18.659
4.0,24.0,Mar 24 2018,137.333,12.50772,109.61002,805.796,799.617,27.2131,34.5515,5.9547,1e-12,6.321
5.0,24.0,Mar 24 2018,536.0,12.50774,109.61002,604.704,600.356,27.0211,34.5742,7.5025,1e-12,4.313
6.0,24.0,Mar 24 2018,939.583,12.50774,109.61004,403.293,400.587,26.6796,34.6739,10.1513,1e-12,3.774
7.0,24.0,Mar 24 2018,277.25,12.50774,109.61004,302.945,300.985,26.5208,34.7472,11.3556,1e-12,3.201
8.0,24.0,Mar 24 2018,521.333,12.50774,109.61002,261.91,260.242,26.4519,34.7787,11.8514,1e-12,3.628
9.0,24.0,Mar 24 2018,764.417,12.50773,109.61004,201.304,200.051,26.2933,34.8291,12.8633,1e-12,3.606
10.0,24.0,Mar 24 2018,999.375,12.50774,109.61002,151.202,150.279,26.1073,34.8158,13.7221,0.023894,3.167
11.0,24.0,Mar 24 2018,223.125,12.50774,109.61004,141.234,140.375,26.0694,34.8112,13.8859,0.049716,3.289
12.0,24.0,Mar 24 2018,449.0,12.50774,109.61002,121.637,120.903,25.9483,34.7983,14.409,0.21208,2.869
13.0,24.0,Mar 24 2018,646.875,12.50774,109.61002,111.106,110.438,25.7471,34.7692,15.2299,0.44861,3.03
14.0,24.0,Mar 24 2018,843.0,12.50774,109.61002,101.56,100.953,25.2024,34.7067,17.3797,0.9235,2.825
15.0,24.0,Mar 24 2018,63.708,12.50774,109.61002,90.866,90.324,24.5257,34.555,19.6208,2.1533,24.687
16.0,24.0,Mar 24 2018,307.042,12.50774,109.61,81.066,80.585,23.4951,34.276,22.6295,2.9045,80.029
17.0,24.0,Mar 24 2018,496.333,12.50774,109.61004,76.14,75.689,23.1261,34.1659,23.6201,3.8003,108.388
18.0,24.0,Mar 24 2018,639.417,12.50774,109.61002,71.283,70.861,22.6369,34.0231,24.9036,9.1594,142.483
19.0,24.0,Mar 24 2018,741.25,12.50774,109.61002,71.296,70.874,22.7754,34.0595,24.5342,7.9034,139.649
20.0,24.0,Mar 24 2018,989.583,12.50774,109.61004,60.909,60.55,22.128,33.8842,26.2186,17.789,180.146
21.0,24.0,Mar 24 2018,197.375,12.50774,109.61004,56.076,55.746,21.7482,33.8146,27.2545,28.763,205.542
22.0,24.0,Mar 24 2018,436.292,12.50774,109.61002,50.53,50.234,21.5969,33.8148,27.7242,43.553,209.427
23.0,24.0,Mar 24 2018,698.167,12.50774,109.61002,31.566,31.382,21.4445,33.7983,28.1507,67.481,207.957
24.0,24.0,Mar 24 2018,955.333,12.50774,109.61002,3.0,2.983,21.2154,33.6533,28.5108,454.84,207.645
1.0,25.0,Mar 25 2018,946.083,14.00732,107.50062,1516.758,1502.491,27.5735,34.6042,3.0628,1e-12,57.258
2.0,25.0,Mar 25 2018,427.417,14.00732,107.5006,1262.725,1251.601,27.4942,34.5787,3.6689,1e-12,38.167
3.0,25.0,Mar 25 2018,894.375,14.00732,107.5006,1008.996,1000.712,27.3756,34.5502,4.5749,1e-12,16.109
4.0,25.0,Mar 25 2018,336.292,14.00732,107.50059,807.002,800.762,27.2395,34.5391,5.6618,1e-12,6.215
5.0,25.0,Mar 25 2018,762.292,14.00732,107.50061,605.42,601.029,27.0471,34.5583,7.2295,1e-12,4.178
6.0,25.0,Mar 25 2018,180.792,14.00732,107.5006,404.189,401.452,26.7527,34.6479,9.5964,1e-12,3.656
7.0,25.0,Mar 25 2018,483.958,14.00732,107.50058,303.831,301.846,26.5461,34.7363,11.1706,1e-12,3.377
8.0,25.0,Mar 25 2018,832.25,14.00732,107.5006,262.822,261.132,26.4639,34.7702,11.7524,1e-12,3.266
9.0,25.0,Mar 25 2018,80.333,14.00732,107.5006,203.24,201.962,26.3655,34.8025,12.391,1e-12,3.172
10.0,25.0,Mar 25 2018,326.25,14.0073,107.5006,152.105,151.167,26.1973,34.8167,13.2867,0.022026,3.106
11.0,25.0,Mar 25 2018,550.208,14.00732,107.5006,142.189,141.316,26.1349,34.8117,13.5713,0.05787,2.999
12.0,25.0,Mar 25 2018,791.958,14.00732,107.5006,122.135,121.391,25.8239,34.7583,14.8432,0.4215,2.952
13.0,25.0,Mar 25 2018,9.708,14.0073,107.5006,112.079,111.399,25.5922,34.7196,15.7518,1.1171,2.866
14.0,25.0,Mar 25 2018,240.167,14.0073,107.5006,102.0,101.383,25.2742,34.6962,17.0455,2.4504,4.075
15.0,25.0,Mar 25 2018,481.042,14.00732,107.5006,91.723,91.171,24.8589,34.6271,18.5297,5.4792,11.184
16.0,25.0,Mar 25 2018,728.667,14.00732,107.5006,81.564,81.075,24.1767,34.4693,20.6938,12.461,41.89
17.0,25.0,Mar 25 2018,959.167,14.00732,107.5006,77.2,76.738,23.8768,34.4057,21.6173,19.658,74.591
18.0,25.0,Mar 25 2018,194.667,14.00732,107.5006,71.939,71.51,23.3223,34.2639,23.1991,33.959,120.118
19.0,25.0,Mar 25 2018,414.708,14.0073,107.5006,66.621,66.224,22.0465,33.8548,26.4096,61.82,184.051
20.0,25.0,Mar 25 2018,619.708,14.00732,107.5006,61.639,61.273,21.7979,33.7896,27.0408,89.101,212.555
21.0,25.0,Mar 25 2018,795.292,14.00732,107.5006,56.188,55.855,21.6936,33.8024,27.3961,110.73,209.596
22.0,25.0,Mar 25 2018,988.375,14.00732,107.5006,50.962,50.66,21.6216,33.7631,27.527,139.98,208.858
23.0,25.0,Mar 25 2018,213.208,14.00732,107.5006,30.609,30.429,21.4475,33.7823,28.1047,354.9,207.928
24.0,25.0,Mar 25 2018,451.625,14.00732,107.5006,2.667,2.651,21.3333,33.7303,28.3276,1682.5,206.98
1.0,26.0,Mar 26 2018,104.833,15.11492,105.93186,1517.342,1502.993,27.5754,34.6053,3.0512,1e-12,56.331
2.0,26.0,Mar 26 2018,580.208,15.1149,105.93188,1262.519,1251.335,27.4753,34.5733,3.8164,1e-12,33.2
3.0,26.0,Mar 26 2018,73.792,15.11492,105.93186,1008.934,1000.601,27.3741,34.5505,4.5914,1e-12,14.342
4.0,26.0,Mar 26 2018,513.667,15.11492,105.93188,806.876,800.598,27.2427,34.5408,5.6453,1e-12,4.234
5.0,26.0,Mar 26 2018,941.875,15.1149,105.93186,605.602,601.18,27.0442,34.5529,7.22,1e-12,3.514
6.0,26.0,Mar 26 2018,340.375,15.1149,105.93186,403.839,401.085,26.7435,34.6296,9.5654,1e-12,3.334
7.0,26.0,Mar 26 2018,644.833,15.1149,105.93188,303.306,301.31,26.6099,34.6777,10.5584,1e-12,3.2
8.0,26.0,Mar 26 2018,882.5,15.1149,105.93188,263.079,261.373,26.5579,34.6997,10.9427,1e-12,2.981
9.0,26.0,Mar 26 2018,114.833,15.1149,105.93188,202.03,200.75,26.4237,34.7699,11.9562,1e-12,2.923
10.0,26.0,Mar 26 2018,373.208,15.1149,105.93188,151.598,150.655,26.2034,34.8021,13.2005,1e-12,2.65
11.0,26.0,Mar 26 2018,655.833,15.1149,105.93188,141.538,140.661,26.0514,34.779,13.8528,1e-12,2.319
12.0,26.0,Mar 26 2018,893.125,15.1149,105.93188,122.1,121.349,25.6919,34.7188,15.3052,1e-12,2.245
13.0,26.0,Mar 26 2018,73.667,15.11492,105.93188,111.73,111.047,25.5668,34.6992,15.7948,1e-12,2.316
14.0,26.0,Mar 26 2018,339.833,15.1149,105.93188,101.831,101.21,25.422,34.6873,16.3859,1e-12,3.022
15.0,26.0,Mar 26 2018,530.25,15.1149,105.93188,91.424,90.869,25.1106,34.64,17.5471,1e-12,10.412
16.0,26.0,Mar 26 2018,765.875,15.1149,105.93188,81.834,81.339,24.5338,34.5392,19.5413,1e-12,38.829
17.0,26.0,Mar 26 2018,965.458,15.1149,105.93188,76.455,75.994,23.9102,34.4243,21.5469,1e-12,56.972
18.0,26.0,Mar 26 2018,190.583,15.11492,105.93186,71.957,71.524,23.4262,34.2999,22.9327,1e-12,99.914
19.0,26.0,Mar 26 2018,422.833,15.1149,105.93188,66.343,65.944,22.7721,34.1016,24.6503,1e-12,131.366
20.0,26.0,Mar 26 2018,670.5,15.1149,105.93188,61.289,60.921,22.2131,34.0417,26.3262,1e-12,196.958
21.0,26.0,Mar 26 2018,898.708,15.1149,105.93188,56.443,56.105,21.9881,34.02,26.9869,0.0004203,212.573
22.0,26.0,Mar 26 2018,144.5,15.11492,105.93188,51.534,51.226,21.8887,33.9444,27.1194,0.0011254,212.786
23.0,26.0,Mar 26 2018,440.625,15.1149,105.93188,32.008,31.818,21.5488,33.6985,27.5979,0.0048804,212.91
24.0,26.0,Mar 26 2018,746.208,15.1149,105.93188,3.262,3.243,21.1715,33.7075,28.7671,2.1678,206.654
1.0,27.0,Mar 26 2018,312.5,15.76666,104.99982,1010.76,1002.376,27.3806,34.5538,4.5558,1e-12,13.067
2.0,27.0,Mar 26 2018,320.167,15.76666,104.99982,1010.536,1002.154,27.3806,34.5538,4.5562,1e-12,12.921
3.0,27.0,Mar 26 2018,327.583,15.76666,104.99982,1010.642,1002.259,27.3805,34.5537,4.5563,1e-12,13.092
4.0,27.0,Mar 26 2018,749.25,15.76668,104.9998,756.145,750.329,27.2196,34.5429,5.8427,1e-12,2.486
5.0,27.0,Mar 26 2018,753.292,15.76668,104.9998,755.873,750.06,27.2195,34.5427,5.8428,1e-12,2.499
6.0,27.0,Mar 26 2018,758.958,15.76668,104.9998,756.414,750.596,27.2196,34.5428,5.8428,1e-12,2.457
7.0,27.0,Mar 26 2018,158.167,15.76668,104.9998,503.756,500.184,26.9203,34.5778,8.1988,1e-12,2.183
8.0,27.0,Mar 26 2018,165.417,15.76666,104.99981,505.089,501.506,26.9211,34.578,8.1948,1e-12,2.199
9.0,27.0,Mar 26 2018,172.75,15.76667,104.9998,503.95,500.377,26.9207,34.5781,8.1974,1e-12,2.203
10.0,27.0,Mar 26 2018,571.167,15.76666,104.99982,277.885,276.065,26.5825,34.7115,10.8578,1e-12,2.105
11.0,27.0,Mar 26 2018,578.208,15.76666,104.99982,278.166,276.343,26.5827,34.7112,10.8558,1e-12,2.122
12.0,27.0,Mar 26 2018,584.292,15.76666,104.99982,277.504,275.687,26.5806,34.7122,10.8717,1e-12,2.105
13.0,27.0,Mar 26 2018,592.125,15.76666,104.99982,277.775,275.956,26.5818,34.7122,10.8653,1e-12,2.093
14.0,27.0,Mar 26 2018,599.292,15.76667,104.99982,277.978,276.157,26.5819,34.7119,10.8631,1e-12,2.082
15.0,27.0,Mar 26 2018,608.75,15.76666,104.99982,277.961,276.141,26.5822,34.712,10.862,1e-12,2.069
16.0,27.0,Mar 26 2018,617.0,15.76666,104.99982,278.176,276.354,26.582,34.7117,10.8617,1e-12,2.052
17.0,27.0,Mar 26 2018,624.333,15.76666,104.99982,277.45,275.633,26.5814,34.7125,10.8684,1e-12,2.044
18.0,27.0,Mar 26 2018,632.542,15.76666,104.99982,277.803,275.984,26.5813,34.7124,10.8689,1e-12,2.087
19.0,27.0,Mar 26 2018,646.083,15.76666,104.99982,277.847,276.028,26.581,34.7126,10.871,1e-12,2.069
20.0,27.0,Mar 26 2018,6.417,15.76666,104.9998,111.988,111.299,25.6303,34.7093,15.5474,0.080223,2.218
21.0,27.0,Mar 26 2018,8.083,15.76666,104.9998,111.902,111.213,25.6304,34.7095,15.5476,0.080894,2.209
22.0,27.0,Mar 26 2018,9.792,15.76666,104.9998,111.822,111.134,25.6299,34.7093,15.5491,0.08202,2.228
23.0,27.0,Mar 26 2018,11.708,15.76666,104.99981,111.861,111.173,25.6298,34.7092,15.549,0.082036,2.22
24.0,27.0,Mar 26 2018,13.708,15.76666,104.99981,111.792,111.104,25.6297,34.7093,15.5502,0.08213,2.235
1.0,28.0,Mar 26 2018,596.042,15.76668,104.9998,203.788,202.489,26.3933,34.7891,12.1937,1e-12,1.795
2.0,28.0,Mar 26 2018,25.958,15.76666,104.9998,121.322,120.573,26.0791,34.7703,13.6834,0.28528,1.85
3.0,28.0,Mar 26 2018,400.542,15.76666,104.9998,91.254,90.698,25.6046,34.6973,15.6173,3.3751,2.206
4.0,28.0,Mar 26 2018,129.0,15.76668,104.9998,50.478,50.175,23.2667,34.538,24.095,118.7,222.988
1.0,29.0,Jan 01 2000,379.167,15.76669,104.9998,2942.17,2904.575,27.7436,34.673,1.7739,1e-12,129.465
2.0,29.0,Jan 01 2000,448.75,15.76668,104.9998,2027.119,2005.48,27.6822,34.6461,2.2164,1e-12,96.649
3.0,29.0,Jan 01 2000,159.625,15.76668,104.9998,1519.21,1504.791,27.5676,34.6028,3.1156,1e-12,55.24
4.0,29.0,Jan 01 2000,675.875,15.76668,104.99978,1265.714,1254.454,27.4853,34.5764,3.7409,1e-12,35.685
5.0,29.0,Jan 01 2000,120.5,15.76668,104.9998,1010.071,1001.694,27.3786,34.5531,4.5688,1e-12,17.226
6.0,29.0,Jan 02 2000,397.167,15.76668,104.99981,909.473,902.147,27.3193,34.5443,5.0291,1e-12,9.673
7.0,29.0,Jan 02 2000,686.083,15.76667,104.99982,808.854,802.531,27.2388,34.5433,5.6951,1e-12,6.493
8.0,29.0,Jan 02 2000,164.708,15.7667,104.9998,606.978,602.525,27.0393,34.5547,7.2643,1e-12,5.668
9.0,29.0,Jan 02 2000,434.083,15.7667,104.99982,556.961,552.941,26.9792,34.5648,7.7371,1e-12,5.431
10.0,29.0,Jan 02 2000,699.167,15.76668,104.9998,506.247,502.655,26.907,34.5819,8.3083,1e-12,5.126
11.0,29.0,Jan 02 2000,936.417,15.7667,104.9998,455.844,452.664,26.8407,34.6033,8.8402,1e-12,4.889
12.0,29.0,Jan 02 2000,178.542,15.76668,104.9998,405.459,402.679,26.7557,34.6368,9.5255,1e-12,4.726
13.0,29.0,Jan 02 2000,427.917,15.76668,104.9998,354.997,352.607,26.6899,34.6621,10.031,1e-12,4.452
14.0,29.0,Jan 02 2000,741.042,15.76668,104.9998,304.744,302.729,26.6298,34.6906,10.5022,1e-12,4.252
15.0,29.0,Jan 02 2000,966.333,15.7667,104.9998,264.884,263.158,26.5425,34.7323,11.1682,1e-12,4.149
16.0,29.0,Jan 02 2000,195.542,15.7667,104.9998,205.049,203.741,26.4316,34.7668,11.902,1e-12,4.08
17.0,29.0,Jan 02 2000,433.458,15.76668,104.99982,153.64,152.679,26.2704,34.7907,12.8224,1e-12,4.072
18.0,29.0,Jan 02 2000,671.25,15.76668,104.99982,103.705,103.069,25.757,34.7365,15.069,1e-12,4.14
19.0,29.0,Jan 02 2000,876.833,15.76668,104.99982,93.43,92.859,25.5391,34.6861,15.8698,1e-12,4.195
20.0,29.0,Jan 02 2000,72.083,15.76667,104.9998,83.312,82.805,24.7307,34.482,18.5971,1e-12,51.949
21.0,29.0,Jan 02 2000,240.208,15.76668,104.9998,73.32,72.876,24.533,34.4987,19.4233,1e-12,54.924
22.0,29.0,Jan 02 2000,423.25,15.76668,104.99982,63.231,62.85,24.2528,34.4562,20.368,1e-12,78.041
23.0,29.0,Jan 02 2000,620.75,15.76668,104.99982,53.471,53.149,23.5929,34.4609,22.7729,1e-12,207.453
24.0,29.0,Jan 02 2000,848.417,15.76666,104.99978,32.933,32.736,23.1313,34.5722,24.6317,1e-12,221.476
1.0,30.0,Mar 27 2018,736.125,15.76668,104.99982,303.8,301.792,26.5803,34.7135,10.8822,0.025788,0.005
2.0,30.0,Mar 27 2018,993.458,15.76666,104.9998,282.435,280.582,26.5369,34.735,11.2124,0.023815,-0.789
3.0,30.0,Mar 27 2018,236.917,15.7667,104.99984,261.175,259.475,26.509,34.739,11.379,0.023552,-0.959
4.0,30.0,Mar 27 2018,521.708,15.76666,104.9998,220.666,219.251,26.4353,34.7681,11.8901,0.023845,-0.924
5.0,30.0,Mar 27 2018,774.833,15.76668,104.99984,180.476,179.336,26.3364,34.8057,12.5502,0.024065,-1.005
6.0,30.0,Mar 27 2018,8.458,15.76666,104.99982,130.005,129.2,26.0634,34.771,13.7633,0.0248,-0.979
7.0,30.0,Mar 27 2018,270.125,15.76666,104.99982,89.634,89.087,25.2761,34.6294,16.8187,0.026706,5.211
8.0,30.0,Mar 27 2018,454.208,15.76665,104.99982,79.927,79.441,24.7461,34.4816,18.5338,0.028194,46.201
9.0,30.0,Mar 27 2018,635.292,15.76666,104.99982,75.059,74.604,24.6399,34.485,18.9646,0.029615,47.992
10.0,30.0,Mar 27 2018,856.833,15.76666,104.99982,65.074,64.681,24.1135,34.4323,20.821,0.030788,90.275
11.0,30.0,Mar 27 2018,37.125,15.76666,104.99982,55.14,54.808,23.6261,34.4593,22.6525,0.032662,198.134
12.0,30.0,Mar 27 2018,184.25,15.76666,104.9998,4.237,4.212,21.7962,34.1808,27.9473,0.034199,199.591
1.0,31.0,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753
2.0,31.0,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003
3.0,31.0,Mar 27 2018,686.458,15.76666,104.99978,806.932,800.628,27.2416,34.5433,5.6711,0.018834,-1.037
4.0,31.0,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115
5.0,31.0,Mar 27 2018,718.292,15.76666,104.99978,101.829,101.205,25.6961,34.7181,15.2808,0.03118,-0.736
6.0,31.0,Mar 27 2018,913.833,15.76668,104.99978,92.965,92.397,25.3159,34.6379,16.6772,0.047959,3.785
7.0,31.0,Mar 27 2018,915.417,15.76668,104.9998,93.099,92.531,25.3176,34.6379,16.6704,0.047958,3.771
8.0,31.0,Mar 27 2018,916.958,15.76668,104.9998,93.225,92.655,25.3206,34.6387,16.66,0.047878,3.82
9.0,31.0,Mar 27 2018,918.5,15.76668,104.9998,93.061,92.492,25.32,34.6387,16.6625,0.04791,3.76
10.0,31.0,Mar 27 2018,920.208,15.76667,104.99979,92.418,91.854,25.3146,34.6374,16.6813,0.048554,3.738
11.0,31.0,Mar 27 2018,921.792,15.76667,104.99978,91.972,91.411,25.3134,34.6374,16.6864,0.049407,3.79
12.0,31.0,Mar 27 2018,923.875,15.76668,104.99978,92.221,91.658,25.3138,34.6376,16.6854,0.0496,3.781
1.0,32.0,Mar 27 2018,80.792,15.76666,104.99978,151.388,150.443,26.2095,34.7915,13.1295,0.04089,-0.764
2.0,32.0,Mar 27 2018,83.208,15.76666,104.99978,151.128,150.184,26.2064,34.7912,13.1436,0.041329,-0.724
3.0,32.0,Mar 27 2018,86.375,15.76666,104.99978,151.0,150.057,26.2098,34.7929,13.1332,0.04147,-0.071
4.0,32.0,Mar 27 2018,314.167,15.76664,104.99976,120.518,119.775,25.8604,34.7556,14.6646,0.23199,-0.733
5.0,32.0,Mar 27 2018,316.208,15.76664,104.99976,120.528,119.785,25.8629,34.7562,14.6556,0.23063,-0.714
6.0,32.0,Mar 27 2018,552.333,15.76666,104.99978,95.281,94.699,25.3722,34.6455,16.4614,1.6673,3.532
7.0,32.0,Mar 27 2018,554.792,15.76666,104.99978,95.897,95.311,25.3799,34.648,16.4364,1.6111,3.354
8.0,32.0,Mar 27 2018,557.167,15.76666,104.99978,95.842,95.256,25.3782,34.6478,16.4429,1.6077,2.868
9.0,32.0,Mar 27 2018,825.5,15.76664,104.99978,75.118,74.663,24.6834,34.4682,18.7418,8.4878,50.974
10.0,32.0,Mar 27 2018,828.667,15.76664,104.99978,75.209,74.754,24.6835,34.4682,18.7416,8.2641,50.939
11.0,32.0,Mar 27 2018,64.292,15.76666,104.99978,60.464,60.1,23.6671,34.4284,22.4262,43.019,194.03
12.0,32.0,Mar 27 2018,67.083,15.76666,104.99978,60.467,60.102,23.6713,34.4296,22.4148,42.984,194.073
1.0,33.0,Mar 27 2018,459.625,15.76668,104.99978,92.846,92.279,25.3664,34.6438,16.4804,7.9633,5.122
2.0,33.0,Mar 27 2018,463.917,15.76668,104.99978,92.987,92.42,25.3696,34.6449,16.4701,8.0076,5.426
3.0,33.0,Mar 27 2018,694.75,15.76662,104.99978,75.61,75.152,24.4554,34.4252,19.5068,29.493,72.838
4.0,33.0,Mar 27 2018,877.542,15.76662,104.99978,70.498,70.071,24.0407,34.3344,20.8155,51.63,150.36
5.0,33.0,Mar 27 2018,879.583,15.76662,104.99979,70.87,70.441,24.088,34.3454,20.6705,48.838,142.733
6.0,33.0,Mar 27 2018,16.167,15.76666,104.99979,65.47,65.074,23.8882,34.3359,21.3804,72.355,174.551
7.0,33.0,Mar 27 2018,18.0,15.76664,104.99978,64.766,64.375,23.8825,34.3337,21.3949,77.078,175.892
8.0,33.0,Mar 27 2018,161.458,15.76666,104.99978,59.813,59.452,23.4746,34.4922,23.2682,124.18,205.813
9.0,33.0,Mar 27 2018,163.792,15.76666,104.99978,59.768,59.408,23.4767,34.4898,23.255,123.3,206.087
10.0,33.0,Mar 27 2018,333.208,15.76666,104.99978,55.108,54.777,23.2412,34.5836,24.2981,170.5,212.136
11.0,33.0,Mar 27 2018,475.958,15.76664,104.99978,50.46,50.157,23.1593,34.5982,24.6077,216.73,212.223
12.0,33.0,Mar 27 2018,477.542,15.76664,104.99978,50.224,49.922,23.1572,34.5984,24.615,220.73,212.226
1.0,34.0,Mar 27 2018,646.542,15.76668,104.9998,121.064,120.316,25.9373,34.7681,14.3514,0.43942,0.46
2.0,34.0,Mar 27 2018,652.0,15.76668,104.9998,120.91,120.164,25.9373,34.7682,14.3516,0.44818,-0.301
3.0,34.0,Mar 27 2018,943.458,15.76666,104.9998,60.358,59.994,23.856,34.3142,21.4365,54.228,185.828
4.0,34.0,Mar 27 2018,948.0,15.76666,104.9998,60.378,60.013,23.8506,34.314,21.4557,53.412,188.719
5.0,34.0,Mar 27 2018,949.708,15.76666,104.9998,60.596,60.231,23.8714,34.3086,21.365,52.614,187.349
6.0,34.0,Mar 27 2018,951.542,15.76666,104.9998,60.73,60.364,23.8753,34.3121,21.3604,51.498,185.627
7.0,34.0,Mar 27 2018,953.708,15.76666,104.9998,60.226,59.863,23.8393,34.3207,21.5154,52.803,184.862
8.0,34.0,Mar 27 2018,955.875,15.76666,104.9998,59.583,59.224,23.8052,34.3237,21.6473,56.607,189.155
9.0,34.0,Mar 27 2018,957.917,15.76666,104.9998,60.323,59.959,23.842,34.3182,21.4985,53.688,191.863
10.0,34.0,Mar 27 2018,959.583,15.76666,104.9998,61.072,60.703,23.8809,34.3196,21.3607,49.257,189.271
11.0,34.0,Mar 27 2018,961.583,15.76666,104.9998,60.561,60.196,23.8264,34.3218,21.5656,51.15,184.108
12.0,34.0,Mar 27 2018,963.208,15.76666,104.9998,59.891,59.53,23.8109,34.3254,21.6312,54.915,188.376
1.0,35.0,Mar 28 2018,606.917,15.76666,104.9998,254.902,253.247,26.5088,34.739,11.3794,0.027345,0.795
2.0,35.0,Mar 28 2018,616.042,15.76666,104.99979,254.43,252.777,26.5096,34.7386,11.3734,0.027389,-0.274
3.0,35.0,Mar 28 2018,871.583,15.76664,104.9998,231.92,230.427,26.4686,34.7547,11.6593,0.024594,-0.611
4.0,35.0,Mar 28 2018,141.125,15.76662,104.9998,220.774,219.358,26.4533,34.7577,11.7515,0.02383,-0.772
5.0,35.0,Mar 28 2018,371.292,15.76666,104.99981,211.733,210.38,26.4415,34.762,11.8313,0.0238,-0.636
6.0,35.0,Mar 28 2018,557.25,15.76665,104.9998,200.661,199.384,26.4134,34.7754,12.0325,0.02383,-0.915
7.0,35.0,Mar 28 2018,788.458,15.76666,104.9998,181.082,179.938,26.3711,34.7954,12.3312,0.024329,-0.908
8.0,35.0,Mar 28 2018,15.875,15.76664,104.9998,161.088,160.078,26.3267,34.7875,12.5247,0.024815,-0.93
9.0,35.0,Mar 28 2018,224.083,15.76666,104.99978,150.233,149.295,26.3042,34.7884,12.6416,0.025788,-0.688
10.0,35.0,Mar 28 2018,450.667,15.76666,104.99982,120.21,119.469,26.1035,34.793,13.6501,0.033925,-0.885
11.0,35.0,Mar 28 2018,458.458,15.76666,104.99982,120.538,119.794,26.1064,34.7941,13.6405,0.033559,-0.913
12.0,35.0,Mar 28 2018,474.0,15.76666,104.99982,120.109,119.368,26.0997,34.7925,13.6672,0.033651,-0.86
1.0,36.0,Mar 28 2018,463.0,15.76662,104.9998,106.855,106.199,25.8122,34.7456,14.8491,0.02598,-0.254
2.0,36.0,Mar 28 2018,467.833,15.76662,104.9998,107.444,106.784,25.8507,34.7558,14.7084,0.026039,-0.853
3.0,36.0,Mar 28 2018,475.167,15.76662,104.99979,106.783,106.127,25.8123,34.7453,14.8479,0.02598,-0.808
4.0,36.0,Mar 28 2018,739.792,15.76664,104.9998,80.558,80.069,25.0609,34.5461,17.4527,0.027389,24.268
5.0,36.0,Mar 28 2018,2.958,15.76666,104.99978,75.193,74.737,24.7332,34.4177,18.3886,0.028896,63.169
6.0,36.0,Mar 28 2018,6.25,15.76666,104.9998,75.719,75.26,24.7374,34.4258,18.3971,0.028866,63.014
7.0,36.0,Mar 28 2018,9.458,15.76666,104.9998,74.929,74.475,24.739,34.4216,18.3775,0.029001,62.637
